address,zip,units,list_price,rent,rent_estimate_beds,rent_estimate_sqft,beds,sqft,year_built,baths,mortgage,dp+close,1yr CF,1yr growth,3yr growth,5yr growth,unemploy %,family %,college %,poverty %,vacancy,med_age,price_to_rent,price_to_rent_est_sqft,price_to_rent_est_beds
"3014 Bosshard Drive, Fitchburg, WI",53711,1,439000,NA,2973.333333,3350.667992,4,2776,1994,2.5,27290,19365,-39626,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,10.91822091,12.30381166
"4013 Yuma Drive, Madison, WI",53711,1,424900,NA,2008.541667,2094.277582,3,1628,1941,2,26413,18872,-38411,-1.6,-0.3,0.4,1,79,6.1,4,0,40.9,inf,16.90718252,17.62887667
"5829 Dawley Drive, Fitchburg, WI",53711,1,1850000,NA,2923.888889,10763.84363,5,9497,2004,4.5,115003,68750,-161203,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,14.32264087,52.7265818
"5831 Tree Line Drive, Fitchburg, WI",53711,1,570000,NA,2777.777778,4737.349564,4,3872,1991,3.5,35433,23950,-50913,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,10.02670362,17.1
"5201 Nannyberry Drive, Fitchburg, WI",53711,1,424900,NA,2658,3756.610577,4,3422,2005,3,26413,18872,-38411,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,9.42560657,13.32141961
"29 Oak Park Way, Fitchburg, WI",53711,1,405000,NA,2308.625,2296.618621,3,1980,2019,2.5,25176,18175,-36696,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,14.69551788,14.61909145
"2633 E Washington Avenue, Madison, WI",53704,1,279900,NA,2504.833333,2076.315442,3,1256,1929,1,17400,13797,-25918,-6.9,-2.9,-6.8,6.8,65.5,10.6,13.6,2.9,36.8,inf,11.23384218,9.311996806
"5205 Whitcomb Drive, Madison, WI",53711,1,425000,NA,2389.666667,3266.759823,4,2864,1962,2.5,26420,18875,-38420,1,0.8,-3.5,6.8,80.3,6,14,4.5,42.8,inf,10.84152757,14.82075603
"564 Glen Drive, Madison, WI",53711,1,419900,NA,2145,2230.099462,3,1564,1949,1.5,26103,18696,-37981,0.6,2.1,6,8.4,82.1,6.3,2.4,4.7,42.2,inf,15.69063052,16.31313131
"4025 Cherokee Drive, Madison, WI",53711,1,570000,NA,2008.541667,4238.725204,3,3295,1967,3,35433,23950,-50913,-1.6,-0.3,0.4,1,79,6.1,4,0,40.9,inf,11.20619944,23.64899907
"4218 Cherokee Drive, Madison, WI",53711,1,324900,NA,1846.041667,2252.840282,3,1817,1950,1.5,20197,15372,-29795,-1.6,-0.3,0.4,1,79,6.1,4,0,40.9,inf,12.01816224,14.66651619
"2924 Forest Down, Fitchburg, WI",53711,1,419900,NA,2230,4650.620956,3,3853,1990,3.5,26103,18696,-37981,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,7.524084847,15.69133034
"6529 Bettys Lane, Madison, WI",53711,1,335000,NA,1420.375,2807.280292,3,2818,1990,2.5,20825,15725,-30665,-1.7,-1.6,-8.6,6.7,77.6,6,22.9,3.9,34.8,inf,9.944381666,19.65443398
"5744 Timber View Court, Fitchburg, WI",53711,1,439900,NA,2973.333333,4158.159666,4,3445,1989,3.5,27346,19396,-39704,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,8.81599945,12.32903587
"5854 Woods Edge Road, Fitchburg, WI",53711,1,419000,NA,2048.5,3529.402234,3,2907,1981,3,26047,18665,-37903,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,9.893082269,17.04499227
"749 Odana Lane, Madison, WI",53711,1,319900,NA,1730,1919.282748,3,1705,1966,2,19886,15197,-29364,-1.1,2.1,2,2.6,80.9,5.4,6.6,1.5,42.4,inf,13.88973738,15.40944123
"729 Huron Hill, Madison, WI",53711,1,639000,NA,2104.375,3844.887709,3,2835,1925,2.5,39723,26365,-56859,-1.6,-0.3,0.4,1,79,6.1,4,0,40.9,inf,13.84955921,25.3044253
"3725 Gregory Street, Madison, WI",53711,1,349900,NA,2145,1919.254396,3,1346,1924,2,21751,16247,-31949,8.7,15.2,19.8,1.4,79.6,26,2.8,1.2,32.9,inf,15.19253174,13.59362859
"5933 Meadowood Drive, Madison, WI",53711,1,227000,NA,1532.916667,1538.045591,3,1518,1962,1.5,14111,11945,-21359,3.5,1.8,4.2,2.7,75.8,9.9,12.4,4.5,30.2,inf,12.29915861,12.34030987
"3302 Monroe Street, Madison, WI",53711,1,409900,NA,2145,2250.061989,3,1578,1927,1,25481,18346,-37119,8.7,15.2,19.8,1.4,79.6,26,2.8,1.2,32.9,inf,15.18106324,15.92463092
"2822 County Road Mm, Fitchburg, WI",53711,1,324900,NA,1956,3022.431366,3,2644,1967,3,20197,15372,-29795,1.6,1.8,-0.8,4.4,84.8,4.1,6.3,9.7,51.5,inf,8.958019794,13.84202454
"2896 Brian Lane, Fitchburg, WI",53711,1,389000,NA,2963,3860.275958,4,3254,1996,3.5,24182,17615,-35318,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,8.397499821,10.94048824
"2385 Lisa Lane, Fitchburg, WI",53711,1,349000,NA,1898.458333,2573.154364,3,2378,1982,2,21695,16215,-31871,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,11.30259954,15.3194478
"2105 W Lawn Avenue, Madison, WI",53711,1,525000,NA,3171.833333,2913.390553,4,2076,1916,1.5,32636,22375,-47036,0.7,4.8,6.4,2.5,84.3,11.1,2.3,0,42.8,inf,15.01686753,13.79328464
"5496 Lacy Road, Fitchburg, WI",53711,1,360000,NA,2708.333333,2603.610813,4,2400,1974,3,22379,16600,-32819,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,11.52245944,11.07692308
"2867 Dunton Circle, Fitchburg, WI",53711,1,475000,NA,2973.333333,3783.985647,4,3135,1988,2.5,29528,20625,-42728,2.7,11,8.8,7.3,82.1,5.7,3.2,2.3,41.9,inf,10.46075145,13.31278027
"1419 Mound Street, Madison, WI",53711,1,499900,NA,2013.458333,3252.276091,3,2250,1928,2,31076,21496,-44874,-0.4,8.2,12.3,7.9,39.6,43.4,35.6,2.2,23.8,inf,12.80897813,20.68994061
"2901 Bulwer Lane, Fitchburg, WI",53711,1,319900,NA,1993.5,1830.002873,3,1667,2019,2.5,19886,15197,-29364,4,14.2,11.7,4.4,82,4.8,2.2,4.2,38.9,inf,14.56737239,13.37262771
"4122 Birch Avenue, Madison, WI",53711,1,500000,NA,3133.333333,3431.345971,4,2390,1941,2,31082,21500,-44882,0.6,2.1,6,8.4,82.1,6.3,2.4,4.7,42.2,inf,12.1429512,13.29787234
"2793 Crinkle Root Drive #5, Fitchburg, WI",53711,1,224900,NA,1993.5,1840.980695,3,1677,2003,2.5,13981,11872,-21179,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,10.18026247,9.401387844
"5196 Sassafras Drive #105, Fitchburg, WI",53711,1,145000,NA,664.5,892.4969021,1,813,2006,1,9014,9075,-14294,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,13.53879583,18.18409832
"2726 Sommers Avenue, Madison, WI",53704,1,375000,NA,2385,3197.412548,3,2055,1908,2,23311,17125,-34111,-6.9,-2.9,-6.8,6.8,65.5,10.6,13.6,2.9,36.8,inf,9.773527667,13.10272537
"5217 Perfect Drive, Madison, WI",53704,1,525000,NA,874.1666667,,2,,2019,2,32636,22375,-47036,1.4,17.1,6.4,9.2,70.3,17.4,30,6,29.2,inf,,50.04766444
"1805 Windom Way, Madison, WI",53704,1,249900,NA,1590.75,1418.620098,3,1230,1967,1,15535,12746,-23333,0.5,2.6,-0.3,14.7,67.4,7.4,12.2,9.9,42.1,inf,14.67975819,13.09130913
"333 W Mifflin Street #5150, Madison, WI",53703,1,279000,NA,992.0833333,1447.723433,1,871,2007,1,17344,13765,-25840,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,16.05969723,23.43553129
"333 W Mifflin Street #5100, Madison, WI",53703,1,182500,NA,992.0833333,792.8405022,1,477,2007,1,11345,10388,-17525,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,19.18208428,15.32969341
"1408 Jenifer Street, Madison, WI",53703,1,335000,NA,1507.5,1859.798996,2,1072,1904,1,20825,15725,-30665,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,15.01058272,18.51851852
"123 N Blount Street #110, Madison, WI",53703,1,215000,NA,1529.722222,930.4028994,2,687,1910,2,13365,11525,-20325,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,19.25689041,11.71236608
"1341 Williamson Street #1, Madison, WI",53703,1,240000,NA,1472.5,1597.398354,2,913,1894,1,14919,12400,-22479,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,12.52035846,13.58234295
"1341 Williamson Street #2, Madison, WI",53703,1,240000,NA,1472.5,1492.421464,2,853,1894,1,14919,12400,-22479,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,13.40104018,13.58234295
"201 N Blair Street #205, Madison, WI",53703,1,310000,NA,586.9444444,1383.560025,1,1091,2002,1.5,19271,14850,-28511,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,18.67163901,44.0132513
"30 S Henry Street #1520, Madison, WI",53703,1,485000,NA,2190,3133.031703,2,1821,2008,2.5,30150,20975,-43590,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,12.90017801,18.45509893
"23 S Broom Street, Madison, WI",53703,1,224900,NA,860.8333333,1110.457257,1,686,2007,1,13981,11872,-21179,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,16.87743183,21.77153921
"837 E Mifflin Street, Madison, WI",53703,1,449900,NA,1423.611111,1639.206785,2,1314,2016,2,27968,19746,-40566,2.2,3,11.9,10,39.3,18.8,19.5,3.7,30.7,inf,22.87183473,26.33560976
"335 W Wilson Street, Madison, WI",53703,1,493000,NA,1630,2383.29926,2,1588,2006,2.5,30647,21255,-44279,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,17.23800868,25.20449898
"309 W Washington Avenue #504, Madison, WI",53703,1,209000,NA,1095,980.6853765,1,570,2008,1,12992,11315,-19808,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,17.75968836,15.90563166
"309 W Washington Avenue #202, Madison, WI",53703,1,219900,NA,1095,1058.107906,1,615,2008,1,13670,11696,-20748,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,17.31864954,16.73515982
"309 W Washington Avenue #600, Madison, WI",53703,1,383000,NA,2190,1823.7307,2,1060,2008,2,23809,17405,-34801,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,17.50075637,14.5738204
"123 W Washington Avenue #605, Madison, WI",53703,1,394900,NA,1027.777778,2098.334118,1,1293,2004,2,24549,17822,-35827,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,15.68307595,32.01891892
"824 Spaight Street, Madison, WI",53703,1,519000,NA,3037.5,3415.754379,3,1870,1890,2,32263,22165,-46519,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,12.66191746,14.23868313
"155 E Wilson Street #L3, Madison, WI",53703,1,575000,NA,1714.666667,3387.133384,2,2031,1999,2,35744,24125,-51344,-0.7,10.5,23.3,0.6,25.8,43,22.4,2,27.1,inf,14.14667249,27.94517885
"319 N Few Street, Madison, WI",53703,1,299900,NA,2640.833333,1992.630359,3,1469,1914,1,18643,14497,-27641,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,12.54204853,9.463553171
"309 W Washington Avenue #302, Madison, WI",53703,1,239900,NA,1095,1040.9029,1,605,2008,1,14913,12396,-22471,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,19.20608221,18.25722983
"15 S Broom Street #202, Madison, WI",53703,1,249900,NA,860.8333333,1422.874532,1,879,2007,1,15535,12746,-23333,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,14.6358653,24.19167473
"308 N Pinckney Street, Madison, WI",53703,1,333500,NA,1215.5,2154.699085,2,1453,1987,2,20732,15673,-30536,-0.7,10.5,23.3,0.6,25.8,43,22.4,2,27.1,inf,12.89816609,22.86439051
"625 E Mifflin Street #302, Madison, WI",53703,1,404900,NA,1303.055556,1782.944603,2,1259,2008,2,25170,18172,-36688,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,18.92468594,25.89426562
"333 W Mifflin Street #2150, Madison, WI",53703,1,235000,NA,992.0833333,1447.723433,1,871,2007,1,14609,12225,-22049,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,13.52698512,19.73960521
"350 S Hamilton Street #407, Madison, WI",53703,1,374900,NA,619.1666667,1589.985976,1,1073,2006,1.5,23305,17122,-34103,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,19.64902027,50.45760431
"360 W Washington Avenue #1008, Madison, WI",53703,1,377500,NA,1984.166667,2134.187012,2,1284,2003,2,23467,17212,-34327,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,14.74019529,15.85468291
"617 E Dayton Street #E, Madison, WI",53703,1,225000,NA,1360,1273.144168,2,935,2000,1,13987,11875,-21187,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,14.72731877,13.78676471
"333 W Mifflin Street #4070, Madison, WI",53703,1,344900,NA,1984.166667,2024.485811,2,1218,2007,1,21440,16072,-31518,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,14.19702056,14.48551029
"360 W Washington Avenue #813, Madison, WI",53703,1,229900,NA,992.0833333,1188.429684,1,715,2003,1,14291,12046,-21609,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,16.12071257,19.31121378
"825 E Mifflin Street #212, Madison, WI",53703,1,499900,NA,1423.611111,1657.919191,2,1329,2016,2,31076,21496,-44874,2.2,3,11.9,10,39.3,18.8,19.5,3.7,30.7,inf,25.12687805,29.26243902
"1438 Morrison Street, Madison, WI",53703,1,540000,NA,2261.666667,3368.357579,3,1966,1916,2,33569,22900,-48329,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,13.35962675,19.89683125
"30 E Johnson Street, Madison, WI",53703,1,449900,NA,1210.5,2340.416928,2,1496,1987,1.5,27968,19746,-40566,-0.7,10.5,23.3,0.6,25.8,43,22.4,2,27.1,inf,16.01922555,30.97205012
"1113 Elizabeth Street, Madison, WI",53703,1,279000,NA,1511.388889,1502.258351,2,1120,1939,1,17344,13765,-25840,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,15.47669879,15.38320162
"1515 Spaight Street, Madison, WI",53703,1,624900,NA,2340.833333,3791.118352,3,2199,1929,1.5,38846,25872,-55644,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,13.73605231,22.24635101
"1004 Bristol Drive, Waunakee, WI",53597,1,339995,NA,2376.111111,2689.862849,4,2700,1978,3,21135,15900,-31095,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,10.53321982,11.92407061
"2407 Kilarney Way, Waunakee, WI",53597,1,735900,NA,2970.138889,4562.804388,5,4580,2019,3.5,45746,29757,-65208,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.44019922,20.6471826
"508 Ridge Top Drive, Waunakee, WI",53597,1,450000,NA,1685.625,1903.595259,3,1807,2017,2,27974,19750,-40574,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,19.69956577,22.24694105
"204 5th Street, Waunakee, WI",53597,1,269900,NA,2376.111111,2269.447248,4,2278,1950,1.5,16778,13446,-25056,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,9.910636471,9.465747019
"1709 Savannah Way, Waunakee, WI",53597,1,489000,NA,2384.444444,3833.356856,4,4084,1996,3.5,30398,21115,-43934,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,10.63036955,17.08993476
"2118 Peaceful Valley Parkway, Waunakee, WI",53597,1,599900,NA,2928.472222,3801.486016,5,3848,2010,3,37292,24997,-53490,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.15055914,17.07090349
"518 Skyview Drive, Waunakee, WI",53597,1,489000,NA,2247.5,3718.700202,4,3530,2007,3,30398,21115,-43934,1.9,4.4,5.7,2.4,91.5,4.2,3.2,3.5,39.6,inf,10.95812994,18.13125695
"5636 Tall Oaks Road, Waunakee, WI",53597,1,489900,NA,3126.388889,3843.790426,5,3942,1990,2.5,30454,21146,-44012,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,10.62102651,13.05819636
"125 Winston Way, Waunakee, WI",53597,1,309900,NA,2376.111111,2510.538659,4,2520,1976,2.5,19265,14847,-28503,3.2,8.5,-0.3,6.2,81.1,7.2,4.6,3.5,42.4,inf,10.28663706,10.86859949
"5985 County Road K, Waunakee, WI",53597,1,399900,NA,2034.166667,2486.951289,3,2565,1980,3,24859,17996,-36257,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,13.39994078,16.38263007
"6736 Sunset Meadow Drive, Windsor, WI",53598,1,244900,NA,1722.5,1888.734761,3,1798,1976,1.5,15224,12572,-22902,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.80529345,11.84808902
"4368 Scenic View Road, Windsor, WI",53598,1,409900,NA,1722.5,2033.69883,3,1936,2016,2,25481,18346,-37119,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,16.79616118,19.83067247
"6654 Highland Drive, Windsor, WI",53598,1,369900,NA,2273.888889,3598.190518,4,3314,1978,2,22994,16946,-33672,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,8.566805968,13.55607134
"6785 Victory Circle, Windsor, WI",53598,1,399900,NA,2296.666667,3096.768673,4,2948,1999,3,24859,17996,-36257,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.7612171,14.51015965
"952 E Johnson Street, Madison, WI",53703,1,425000,NA,3014.166667,2088.240202,4,1583,1906,2,26420,18875,-38420,-0.3,8.8,11.5,4.5,37.7,17.5,17.9,3.3,29,inf,16.96005404,11.75006912
"4581 Linden Drive, Windsor, WI",53598,1,244999,NA,2296.666667,2189.167542,4,2084,1977,2.5,15230,12575,-22910,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,9.326185839,8.889658926
"6801 Valiant Drive, Windsor, WI",53598,1,399900,NA,2296.666667,3357.283813,4,3196,1997,3,24859,17996,-36257,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,9.926178977,14.51015965
"4520 Scenic View Road, Windsor, WI",53598,1,329900,NA,1722.5,1959.115867,3,1865,2010,2.5,20508,15547,-30226,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,14.03269053,15.96032898
"6630 Wolf Hollow Road, Windsor, WI",53598,1,474900,NA,1722.5,2392.957611,3,2278,2019,2.5,29522,20622,-42720,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,16.53811159,22.97532656
"6627 Wolf Hollow Road, Windsor, WI",53598,1,469900,NA,1722.5,2213.328221,3,2107,2019,2.5,29211,20446,-42289,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,17.69205894,22.73343009
"4581 Windsor Road, Windsor, WI",53598,1,337900,NA,2296.666667,2702.844571,4,2573,1974,2.5,21005,15827,-30915,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.41803648,12.2605225
"6569 Linden Circle, Windsor, WI",53598,1,349900,NA,2870.833333,2684.986679,5,2556,1968,2.5,21751,16247,-31949,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.85976834,10.15674891
"6356 Hayden Road, Windsor, WI",53598,1,559900,NA,2272.722222,2627.125846,4,2563,2019,2.5,34806,23597,-50044,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,17.76022013,20.52971229
"4042 Taunton Road, Windsor, WI",53598,1,379000,NA,1722.5,2030.547437,3,1933,2019,2.5,23560,17265,-34456,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,15.55409775,18.3357523
"4038 Taunton Road, Windsor, WI",53598,1,370000,NA,1722.5,1822.555512,3,1735,2019,2.5,23001,16950,-33681,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,16.91763743,17.90033866
"4032 Taunton Road, Windsor, WI",53598,1,375000,NA,1722.5,1712.256763,3,1630,2019,2,23311,17125,-34111,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,18.25076745,18.14223512
"6646 Prairie Creek Road, Windsor, WI",53598,1,414900,NA,1722.5,1902.390796,3,1811,2018,2,25792,18522,-37550,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,18.1744992,20.07256894
"6614 Wolf Hollow Road, Windsor, WI",53598,1,369900,NA,1722.5,1988.528866,3,1893,2018,2.5,22994,16946,-33672,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,15.50140937,17.89550073
"4536 Windsor Road, Windsor, WI",53598,1,320000,NA,1722.5,2558.930966,3,2436,1998,3,19892,15200,-29372,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,10.42101839,15.48137397
"360 W Washington Avenue #1012, Madison, WI",53703,1,242800,NA,992.0833333,1191.753962,1,717,2003,1,15093,12498,-22720,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,16.97777727,20.3947921
"4557 Golf Drive, Windsor, WI",53598,1,339900,NA,1722.5,1919.198225,3,1827,2019,2,21130,15897,-31088,0.4,0.9,1.1,4.3,86.5,5.4,5.1,3.7,40.3,inf,14.7587673,16.44412192
"2 Maple Wood Lane #27, Madison, WI",53704,1,132000,NA,1366.666667,1231.415924,2,936,1986,1,8206,8620,-13174,0.5,2.6,-0.3,14.7,67.4,7.4,12.2,9.9,42.1,inf,8.932806363,8.048780488
"333 W Mifflin Street #1262, Madison, WI",53703,1,679900,NA,1984.166667,3099.890014,2,1865,2007,3,42265,27797,-60383,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,18.2775302,28.5552289
"15 S Broom Street #204, Madison, WI",53703,1,369900,NA,1721.666667,2059.040279,2,1272,2007,2,22994,16946,-33672,6.8,14.2,37,2.4,30.3,19.3,22.7,14.9,32.8,inf,14.97056678,17.90416263
"105 Riverside Drive, Madison, WI",53704,1,359000,NA,2127.083333,2031.862891,3,1440,1922,2,22317,16565,-32733,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,14.72376251,14.06464251
"705 Woodward Drive, Madison, WI",53704,1,1400000,NA,2519.333333,4658.339583,4,4473,1910,3.5,87030,53000,-122430,-2.9,-7.1,-15.4,11.5,82.9,7.4,20.3,4.9,34.7,inf,25.04468912,46.30854723
"249 Waubesa Street, Madison, WI",53704,1,284900,NA,2330,1716.764787,3,1067,1918,1.5,17711,13972,-26349,-6.9,-2.9,-6.8,6.8,65.5,10.6,13.6,2.9,36.8,inf,13.82930664,10.18955651
"922 Farwell Drive, Madison, WI",53704,1,574900,NA,3052.083333,3620.656059,5,3334,1948,3.5,35738,24122,-51336,-3,-0.7,4.2,2.9,89,4.8,1.5,1.6,50.7,inf,13.23194818,15.69692833
"4 Golf Course Road, Madison, WI",53704,1,225000,NA,1985.75,2948.234423,3,2629,1974,3.5,13987,11875,-21187,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,6.359738511,9.442276218
"30 Fuller Drive, Madison, WI",53704,1,825000,NA,2546.666667,5744.833589,4,4437,1952,3.5,51285,32875,-72885,-3,-0.7,4.2,2.9,89,4.8,1.5,1.6,50.7,inf,11.96727441,26.9960733
"406 N 7th Street, Madison, WI",53704,1,245000,NA,2504.833333,2648.294059,3,1602,1930,2,15230,12575,-22910,3.4,-5.2,-10.3,8,63.8,8.5,21.3,5.5,37,inf,7.709365429,8.150908244
"718 Delladonna Way, Madison, WI",53704,1,364900,NA,2519.333333,2756.678935,4,2647,1971,2.5,22684,16772,-33242,-2.9,-7.1,-15.4,11.5,82.9,7.4,20.3,4.9,34.7,inf,11.03078525,12.06999206
"313 Kensington Drive, Madison, WI",53704,1,615000,NA,2050,3474.540016,3,2641,1939,2.5,38231,25525,-54791,-3,-0.7,4.2,2.9,89,4.8,1.5,1.6,50.7,inf,14.75015391,25
"2417 Superior Street, Madison, WI",53704,1,175000,NA,1548.333333,1318.072293,2,993,1922,1,10879,10125,-16879,3.4,-5.2,-10.3,8,63.8,8.5,21.3,5.5,37,inf,11.06413768,9.418729817
"4158 Veith Avenue, Madison, WI",53704,1,1625000,NA,2250,5001.66041,3,4703,2003,3.5,101016,60875,-141816,-2.1,10.6,13.6,4.9,69.1,5,13.1,2.5,44.5,inf,27.07434243,60.18518519
"2617 Portage Road, Madison, WI",53704,1,249900,NA,1718.75,1763.708142,3,1676,1992,2,15535,12746,-23333,0.3,8.7,11.2,5.2,77,11.7,8.2,5.1,32.2,inf,11.80750914,12.11636364
"5348 Blue Bill Park Drive, Madison, WI",53704,1,499900,NA,1904.166667,2325.749193,3,2197,1920,2,31076,21496,-44874,3.5,7,22.3,5.3,88.9,4.7,2.7,3.1,43.3,inf,17.91179094,21.87746171
"1321 Loftsgordon Avenue #2, Madison, WI",53704,1,126000,NA,2050,1528.744982,3,1162,2000,1.5,7833,8410,-12657,0.5,2.6,-0.3,14.7,67.4,7.4,12.2,9.9,42.1,inf,6.868379044,5.12195122
"2424 Independence Lane #101, Madison, WI",53704,1,109900,NA,1145.833333,1031.28519,2,980,1974,1,6832,7846,-11270,0.3,8.7,11.2,5.2,77,11.7,8.2,5.1,32.2,inf,8.880505042,7.992727273
"727 Wilder Drive, Madison, WI",53704,1,799000,NA,2441.666667,5967.458022,4,5495,1972,2.5,49669,31965,-70645,-3,-0.7,4.2,2.9,89,4.8,1.5,1.6,50.7,inf,11.15773803,27.26962457
"3725 Lien Road, Madison, WI",53704,1,245999,NA,1951.25,2050.950024,3,1583,1997,2,15292,12610,-22996,0.3,8.7,11.2,5.2,77,11.7,8.2,5.1,32.2,inf,9.995327253,10.50604313
"5228 Perfect Drive, Madison, WI",53704,1,525000,NA,874.1666667,,2,,2019,2,32636,22375,-47036,1.4,17.1,6.4,9.2,70.3,17.4,30,6,29.2,inf,,50.04766444
"5221 Perfect Drive, Madison, WI",53704,1,525000,NA,874.1666667,,2,,2019,2,32636,22375,-47036,1.4,17.1,6.4,9.2,70.3,17.4,30,6,29.2,inf,,50.04766444
"2925 Glacier Valley Road, Fitchburg, WI",53711,1,189900,NA,1776,1380.885933,3,1280,,1,11805,10646,-18163,4.7,8.4,11.4,7.2,73.5,8,19.3,5.3,31.1,inf,11.46003419,8.910472973
"5225 Perfect Drive, Madison, WI",53704,1,525000,NA,1311.25,,3,,2019,2.5,32636,22375,-47036,1.4,17.1,6.4,9.2,70.3,17.4,30,6,29.2,inf,,33.36510963
"2271 E Washington Avenue, Madison, WI",53704,1,499900,NA,2975,2862.617137,4,2279,2019,3.5,31076,21496,-44874,1.8,7.7,12.3,6.2,51.9,13.4,14.8,2.3,32.8,inf,14.55253404,14.00280112
